Borough,Rental,Homeownership,Others,Total,Completion,Completion
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,0,3,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,3,0,0,3,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,24,0,0,24,Yes,1 
Brooklyn,36,0,0,36,Yes,1 
Brooklyn,36,0,0,36,Yes,1 
Brooklyn,0,3,0,3,No,0 
Brooklyn,0,3,0,3,No,0 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,3,0,3,No,0 
Brooklyn,0,3,0,3,No,0 
Brooklyn,0,3,0,3,No,0 
Bronx,41,0,0,41,Yes,1 
Brooklyn,0,3,0,3,No,0 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Bronx,0,2,0,2,Yes,1 
Manhattan,4,0,0,4,Yes,1 
Manhattan,4,0,0,4,Yes,1 
Manhattan,4,0,0,4,Yes,1 
Manhattan,8,0,0,8,Yes,1 
Manhattan,8,0,0,8,Yes,1 
Manhattan,9,0,0,9,Yes,1 
Manhattan,10,0,0,10,Yes,1 
Manhattan,3,0,0,3,No,0 
Manhattan,3,0,0,3,No,0 
Manhattan,3,0,0,3,No,0 
Manhattan,3,0,0,3,No,0 
Manhattan,10,0,0,10,Yes,1 
Manhattan,10,0,0,10,Yes,1 
Manhattan,10,0,0,10,Yes,1 
Manhattan,15,0,0,15,Yes,1 
Manhattan,15,0,0,15,Yes,1 
Manhattan,15,0,0,15,Yes,1 
Manhattan,16,0,0,16,Yes,1 
Manhattan,19,0,0,19,Yes,1 
Manhattan,20,0,0,20,Yes,1 
Manhattan,20,0,0,20,Yes,1 
Manhattan,24,0,0,24,Yes,1 
Bronx,31,0,0,31,Yes,1 
Bronx,36,0,0,36,Yes,1 
Bronx,40,0,0,40,Yes,1 
Bronx,59,0,0,59,Yes,1 
Bronx,59,0,0,59,Yes,1 
Bronx,4,0,0,4,No,0 
Bronx,4,0,0,4,No,0 
Bronx,59,0,0,59,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Bronx,61,0,0,61,Yes,1 
Bronx,61,0,0,61,Yes,1 
Brooklyn,4,0,0,4,No,0 
Bronx,61,0,0,61,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,78,0,0,78,Yes,1 
Manhattan,0,2,0,2,Yes,1 
Manhattan,12,0,0,12,Yes,1 
Manhattan,15,0,0,15,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,111,0,0,111,Yes,1 
Bronx,86,0,0,86,Yes,1 
Bronx,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,0,2,0,2,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,86,0,343,429,Yes,1 
Bronx,0,1,0,1,Yes,1 
Queens,0,2,0,2,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,19,0,74,93,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Manhattan,16,0,0,16,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,95,0,0,95,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Bronx,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Bronx,82,0,0,82,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,No,0 
Queens,6,0,24,30,Yes,1 
Brooklyn,4,0,0,4,No,0 
Manhattan,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,No,0 
Brooklyn,4,0,0,4,No,0 
Brooklyn,0,1,0,1,Yes,1 
Manhattan,4,0,0,4,No,0 
Manhattan,4,0,0,4,No,0 
Manhattan,4,0,0,4,No,0 
Manhattan,4,0,0,4,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Manhattan,4,0,0,4,No,0 
Manhattan,4,0,0,4,No,0 
Manhattan,4,0,0,4,No,0 
Manhattan,4,0,0,4,No,0 
Staten Island,0,1,0,1,Yes,1 
Manhattan,4,0,0,4,No,0 
Manhattan,4,0,0,4,No,0 
Manhattan,4,0,0,4,No,0 
Staten Island,0,1,0,1,Yes,1 
Manhattan,4,0,0,4,No,0 
Staten Island,0,1,0,1,Yes,1 
Manhattan,4,0,0,4,No,0 
Manhattan,4,0,0,4,No,0 
Bronx,5,0,0,5,No,0 
Bronx,5,0,0,5,No,0 
Queens,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,5,0,0,5,No,0 
Brooklyn,5,0,0,5,No,0 
Brooklyn,5,0,0,5,No,0 
Brooklyn,5,0,0,5,No,0 
Brooklyn,5,0,0,5,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,5,0,0,5,No,0 
Brooklyn,5,0,0,5,No,0 
Staten Island,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,22,0,85,107,Yes,1 
Manhattan,235,0,940,1175,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,5,0,0,5,No,0 
Brooklyn,19,0,75,94,Yes,1 
Bronx,0,3,0,3,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,5,0,0,5,No,0 
Brooklyn,5,0,0,5,No,0 
Brooklyn,5,0,0,5,No,0 
Brooklyn,5,0,0,5,No,0 
Brooklyn,5,0,0,5,No,0 
Brooklyn,80,0,0,80,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Brooklyn,5,0,0,5,No,0 
Brooklyn,5,0,0,5,No,0 
Manhattan,5,0,0,5,No,0 
Manhattan,5,0,0,5,No,0 
Manhattan,0,20,23,43,Yes,1 
Brooklyn,0,147,0,147,Yes,1 
Bronx,57,0,0,57,Yes,1 
Bronx,6,0,0,6,No,0 
Bronx,6,0,0,6,No,0 
Bronx,0,1,0,1,Yes,1 
Bronx,80,0,0,80,Yes,1 
Manhattan,16,0,0,16,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,22,0,0,22,Yes,1 
Brooklyn,9,0,0,9,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Bronx,0,2,0,2,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Manhattan,3,0,11,14,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Manhattan,79,0,0,79,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,48,0,0,48,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Bronx,50,0,1,51,Yes,1 
Bronx,53,0,2,55,Yes,1 
Bronx,82,0,1,83,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Bronx,102,0,1,103,Yes,1 
Brooklyn,136,0,0,136,Yes,1 
Brooklyn,151,0,0,151,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Queens,2,0,6,8,Yes,1 
Brooklyn,293,0,0,293,Yes,1 
Bronx,176,0,0,176,Yes,1 
Brooklyn,0,4,0,4,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,0,2,0,2,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Manhattan,21,0,0,21,Yes,1 
Bronx,39,0,0,39,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Bronx,39,0,0,39,Yes,1 
Bronx,38,0,1,39,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Bronx,39,0,0,39,Yes,1 
Brooklyn,6,0,0,6,No,0 
Bronx,39,0,1,40,Yes,1 
Bronx,39,0,1,40,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,Yes,1 
Bronx,60,0,0,60,Yes,1 
Brooklyn,6,0,0,6,No,0 
Bronx,86,0,0,86,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Manhattan,11,0,0,11,Yes,1 
Brooklyn,103,0,0,103,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Bronx,57,0,95,152,Yes,1 
Bronx,95,0,57,152,Yes,1 
Staten Island,536,0,0,536,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,54,0,0,54,Yes,1 
Brooklyn,2,0,0,2,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,6,0,0,6,No,0 
Brooklyn,5,0,0,5,Yes,1 
Brooklyn,5,0,0,5,Yes,1 
Brooklyn,5,0,0,5,Yes,1 
Brooklyn,5,0,0,5,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,6,0,0,6,No,0 
Brooklyn,6,0,0,6,Yes,1 
Bronx,7,0,0,7,No,0 
Bronx,7,0,0,7,No,0 
Brooklyn,7,0,0,7,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,7,0,0,7,Yes,1 
Brooklyn,7,0,0,7,No,0 
Brooklyn,11,0,0,11,Yes,1 
Brooklyn,7,0,0,7,No,0 
Brooklyn,7,0,0,7,No,0 
Brooklyn,12,0,0,12,Yes,1 
Queens,16,0,0,16,Yes,1 
Brooklyn,7,0,0,7,No,0 
Brooklyn,7,0,0,7,No,0 
Brooklyn,7,0,0,7,No,0 
Brooklyn,17,0,0,17,Yes,1 
Brooklyn,32,0,0,32,Yes,1 
Brooklyn,7,0,0,7,No,0 
Brooklyn,32,0,0,32,Yes,1 
Brooklyn,7,0,0,7,No,0 
Brooklyn,32,0,0,32,Yes,1 
Brooklyn,7,0,0,7,No,0 
Brooklyn,32,0,0,32,Yes,1 
Queens,32,0,0,32,Yes,1 
Queens,32,0,0,32,Yes,1 
Brooklyn,35,0,0,35,Yes,1 
Brooklyn,7,0,0,7,No,0 
Brooklyn,7,0,0,7,No,0 
Brooklyn,7,0,0,7,No,0 
Brooklyn,36,0,0,36,Yes,1 
Manhattan,7,0,0,7,No,0 
Manhattan,7,0,0,7,No,0 
Brooklyn,40,0,0,40,Yes,1 
Queens,40,0,0,40,Yes,1 
Queens,40,0,0,40,Yes,1 
Queens,40,0,0,40,Yes,1 
Brooklyn,41,0,0,41,Yes,1 
Brooklyn,53,0,0,53,Yes,1 
Queens,56,0,0,56,Yes,1 
Brooklyn,95,0,0,95,Yes,1 
Queens,198,0,0,198,Yes,1 
Queens,206,0,0,206,Yes,1 
Queens,216,0,0,216,Yes,1 
Queens,217,0,0,217,Yes,1 
Manhattan,24,0,0,24,Yes,1 
Manhattan,42,0,0,42,Yes,1 
Manhattan,80,0,0,80,Yes,1 
Bronx,207,0,0,207,Yes,1 
Bronx,8,0,0,8,No,0 
Bronx,8,0,0,8,No,0 
Brooklyn,252,0,0,252,Yes,1 
Manhattan,269,0,0,269,Yes,1 
Bronx,11,0,0,11,Yes,1 
Bronx,8,0,0,8,No,0 
Bronx,8,0,0,8,No,0 
Bronx,8,0,0,8,No,0 
Bronx,8,0,0,8,No,0 
Brooklyn,0,1,0,1,Yes,1 
Bronx,55,0,0,55,Yes,1 
Manhattan,10,0,0,10,Yes,1 
Manhattan,60,0,0,60,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Manhattan,12,0,0,12,Yes,1 
Bronx,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Brooklyn,8,0,0,8,No,0 
Bronx,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,101,0,0,101,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,8,0,0,8,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,55,0,0,55,Yes,1 
Manhattan,11,0,0,11,Yes,1 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Manhattan,13,0,0,13,Yes,1 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Manhattan,15,0,0,15,Yes,1 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Manhattan,27,0,0,27,Yes,1 
Brooklyn,8,0,0,8,No,0 
Bronx,49,0,0,49,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Brooklyn,0,3,0,3,Yes,1 
Brooklyn,93,0,0,93,Yes,1 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,2,0,6,8,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,8,0,0,8,No,0 
Brooklyn,1,0,4,5,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,8,0,0,8,No,0 
Queens,84,0,0,84,Yes,1 
Bronx,31,0,0,31,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,8,0,0,8,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Bronx,99,0,0,99,Yes,1 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Brooklyn,8,0,0,8,No,0 
Manhattan,34,0,22,56,Yes,1 
Bronx,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,8,0,0,8,No,0 
Bronx,0,0,10,10,Yes,1 
Manhattan,8,0,0,8,No,0 
Bronx,0,0,11,11,Yes,1 
Manhattan,8,0,0,8,No,0 
Manhattan,8,0,0,8,No,0 
Bronx,0,0,11,11,Yes,1 
Bronx,0,0,11,11,Yes,1 
Bronx,0,0,14,14,Yes,1 
Bronx,0,0,26,26,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,8,0,0,8,No,0 
Queens,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,8,0,0,8,No,0 
Manhattan,8,0,0,8,No,0 
Manhattan,8,0,0,8,No,0 
Manhattan,8,0,0,8,No,0 
Brooklyn,10,0,34,44,Yes,1 
Manhattan,8,0,0,8,No,0 
Manhattan,8,0,0,8,No,0 
Bronx,0,9,0,9,No,0 
Bronx,9,0,0,9,No,0 
Bronx,9,0,0,9,No,0 
Bronx,9,0,0,9,No,0 
Queens,0,1,0,1,Yes,1 
Manhattan,1,17,0,18,Yes,1 
Bronx,13,10,0,23,Yes,1 
Bronx,20,0,0,20,Yes,1 
Bronx,25,0,0,25,Yes,1 
Brooklyn,9,0,0,9,No,0 
Bronx,25,0,0,25,Yes,1 
Brooklyn,9,0,0,9,No,0 
Bronx,37,0,0,37,Yes,1 
Brooklyn,9,0,0,9,No,0 
Bronx,69,0,0,69,Yes,1 
Brooklyn,79,0,0,79,Yes,1 
Brooklyn,9,0,0,9,No,0 
Brooklyn,9,0,0,9,No,0 
Brooklyn,9,0,0,9,No,0 
Staten Island,0,1,0,1,Yes,1 
Manhattan,9,0,0,9,No,0 
Manhattan,9,0,0,9,No,0 
Bronx,0,1,0,1,Yes,1 
Manhattan,9,0,0,9,No,0 
Manhattan,9,0,0,9,No,0 
Manhattan,0,9,0,9,No,0 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,71,0,0,71,Yes,1 
Manhattan,9,0,0,9,No,0 
Queens,0,1,0,1,Yes,1 
Manhattan,9,0,0,9,No,0 
Manhattan,9,0,0,9,No,0 
Manhattan,9,0,0,9,No,0 
Staten Island,0,1,0,1,Yes,1 
Queens,64,0,0,64,Yes,1 
Manhattan,9,0,0,9,No,0 
Manhattan,9,0,0,9,No,0 
Manhattan,9,0,0,9,No,0 
Manhattan,9,0,0,9,No,0 
Manhattan,9,0,0,9,No,0 
Manhattan,9,0,0,9,No,0 
Bronx,10,0,0,10,No,0 
Bronx,10,0,0,10,No,0 
Bronx,10,0,0,10,No,0 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Bronx,10,0,0,10,No,0 
Bronx,10,0,0,10,No,0 
Bronx,10,0,0,10,No,0 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,63,0,0,63,Yes,1 
Brooklyn,2,0,8,10,Yes,1 
Brooklyn,10,0,0,10,No,0 
Brooklyn,10,0,0,10,No,0 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,10,0,0,10,No,0 
Brooklyn,10,0,0,10,No,0 
Manhattan,10,0,0,10,No,0 
Manhattan,10,0,0,10,No,0 
Manhattan,10,0,0,10,No,0 
Manhattan,10,0,0,10,No,0 
Brooklyn,3,0,0,3,Yes,1 
Manhattan,0,10,0,10,No,0 
Brooklyn,3,0,0,3,Yes,1 
Manhattan,10,0,0,10,No,0 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Manhattan,10,0,0,10,No,0 
Brooklyn,4,0,0,4,Yes,1 
Manhattan,10,0,0,10,No,0 
Manhattan,10,0,0,10,No,0 
Manhattan,10,0,0,10,No,0 
Brooklyn,4,0,0,4,Yes,1 
Manhattan,10,0,0,10,No,0 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Manhattan,10,0,0,10,No,0 
Brooklyn,4,0,0,4,Yes,1 
Manhattan,10,0,0,10,No,0 
Manhattan,10,0,0,10,No,0 
Brooklyn,5,0,0,5,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,10,0,0,10,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Bronx,11,0,0,11,No,0 
Bronx,11,0,0,11,No,0 
Bronx,11,0,0,11,No,0 
Brooklyn,6,0,0,6,Yes,1 
Bronx,11,0,0,11,No,0 
Brooklyn,7,0,0,7,Yes,1 
Brooklyn,7,0,0,7,Yes,1 
Bronx,11,0,0,11,No,0 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,11,0,0,11,No,0 
Brooklyn,11,0,0,11,No,0 
Brooklyn,11,0,0,11,No,0 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,11,0,0,11,No,0 
Brooklyn,18,0,0,18,Yes,1 
Brooklyn,20,0,0,20,Yes,1 
Brooklyn,11,0,0,11,No,0 
Brooklyn,36,0,0,36,Yes,1 
Manhattan,11,0,0,11,No,0 
Brooklyn,4,0,0,4,Yes,1 
Manhattan,22,0,34,56,Yes,1 
Manhattan,11,0,0,11,No,0 
Bronx,58,0,0,58,Yes,1 
Manhattan,11,0,0,11,No,0 
Bronx,12,0,0,12,No,0 
Bronx,12,0,0,12,No,0 
Bronx,12,0,0,12,No,0 
Bronx,12,0,0,12,No,0 
Bronx,12,0,0,12,No,0 
Bronx,0,2,0,2,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,12,0,0,12,No,0 
Staten Island,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,127,0,0,127,Yes,1 
Bronx,136,0,0,136,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,299,0,0,299,Yes,1 
Manhattan,8,0,0,8,Yes,1 
Bronx,74,0,0,74,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Manhattan,54,0,0,54,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,27,0,0,27,Yes,1 
Brooklyn,12,0,0,12,No,0 
Brooklyn,12,0,0,12,No,0 
Brooklyn,31,0,0,31,Yes,1 
Brooklyn,33,0,0,33,Yes,1 
Manhattan,0,151,35,186,Yes,1 
Manhattan,0,145,41,186,Yes,1 
Manhattan,0,139,47,186,Yes,1 
Manhattan,0,136,50,186,Yes,1 
Manhattan,0,156,30,186,Yes,1 
Manhattan,0,294,84,378,Yes,1 
Manhattan,0,289,89,378,Yes,1 
Manhattan,0,301,77,378,Yes,1 
Manhattan,0,295,83,378,Yes,1 
Manhattan,0,283,95,378,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Manhattan,69,0,0,69,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,12,0,0,12,No,0 
Bronx,30,0,0,30,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,2,1,0,3,Yes,1 
Brooklyn,2,1,0,3,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,182,0,0,182,Yes,1 
Brooklyn,2,1,0,3,Yes,1 
Brooklyn,2,1,0,3,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,12,0,0,12,No,0 
Brooklyn,12,0,0,12,No,0 
Brooklyn,12,0,0,12,No,0 
Brooklyn,12,0,0,12,No,0 
Brooklyn,0,11,37,48,Yes,1 
Manhattan,0,12,0,12,No,0 
Brooklyn,98,0,0,98,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Manhattan,0,12,0,12,No,0 
Bronx,164,0,0,164,Yes,1 
Manhattan,4,0,0,4,Yes,1 
Bronx,0,13,0,13,No,0 
Bronx,3,10,0,13,No,0 
Bronx,13,0,0,13,No,0 
Brooklyn,13,0,0,13,No,0 
Brooklyn,13,0,0,13,No,0 
Manhattan,49,0,0,49,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Manhattan,13,0,0,13,No,0 
Brooklyn,8,0,0,8,Yes,1 
Manhattan,13,0,0,13,No,0 
Bronx,9,0,36,45,Yes,1 
Manhattan,26,0,0,26,Yes,1 
