Borough,Reporting Construction Type,All Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,Total Units
Bronx,Preservation,96,0,0,1,97,0,97
Bronx,Preservation,96,0,0,1,97,0,97
Bronx,Preservation,97,0,0,1,98,0,98
Bronx,Preservation,53,0,0,1,54,0,54
Bronx,Preservation,53,0,0,1,54,0,54
Bronx,Preservation,54,0,0,1,55,0,55
Bronx,Preservation,58,0,0,1,59,0,59
Bronx,Preservation,61,0,0,1,62,0,62
Bronx,Preservation,62,0,0,1,63,0,63
Bronx,Preservation,69,0,0,1,70,0,70
Bronx,Preservation,103,0,0,1,0,104,104
Bronx,Preservation,104,1,0,1,106,0,106
Bronx,Preservation,76,0,0,1,77,0,77
Bronx,Preservation,102,0,0,1,103,0,103
Bronx,Preservation,126,0,0,0,0,126,126
Bronx,Preservation,0,142,0,0,142,0,142
Bronx,Preservation,142,0,0,1,0,143,143
Bronx,Preservation,156,0,0,1,157,0,157
Bronx,Preservation,156,0,0,1,157,0,157
Bronx,Preservation,158,0,0,1,2,157,159
Bronx,Preservation,159,0,0,1,0,160,160
Bronx,Preservation,160,0,0,0,0,160,160
Bronx,Preservation,0,160,0,0,160,0,160
Bronx,Preservation,170,0,0,1,0,171,171
Bronx,Preservation,172,0,0,0,1,171,172
Bronx,New Construction,0,1,0,0,0,1,1
Bronx,New Construction,0,1,0,0,0,1,1
Bronx,New Construction,0,1,0,0,0,1,1
Bronx,Preservation,228,0,0,2,230,0,230
Bronx,Preservation,230,0,0,0,230,0,230
Bronx,Preservation,230,0,0,0,230,0,230
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,282,0,0,1,283,0,283
Bronx,Preservation,279,31,0,1,311,0,311
Bronx,Preservation,0,0,352,0,0,352,352
Bronx,New Construction,0,1,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,407,7,0,1,415,0,415
Bronx,Preservation,454,2,0,0,456,0,456
Bronx,Preservation,492,0,0,0,492,0,492
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,New Construction,0,1,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,3,0,0,0,0,3,3
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,3,0,0,0,0,3,3
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,288,0,0,0,0,288,288
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,2,0,0,0,2,2
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,4,0,0,0,0,4,4
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,4,0,0,0,4,0,4
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,7,0,0,0,7,0,7
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,10,0,0,0,10,0,10
Brooklyn,Preservation,10,0,0,1,11,0,11
Brooklyn,Preservation,11,0,0,1,12,0,12
Brooklyn,Preservation,15,0,0,1,16,0,16
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,Preservation,3,0,0,0,0,3,3
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,1,0,0,0,1,1
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,0,3,0,0,0,3,3
Brooklyn,Preservation,0,2,0,0,0,2,2
Brooklyn,Preservation,0,0,1,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,2,0,0,0,2,2
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,1,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,25,0,0,0,25,0,25
Brooklyn,Preservation,0,2,0,0,0,2,2
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,26,9,0,0,35,0,35
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,2,0,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,2,0,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,2,0,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,0,0,2,0,1,1,2
Brooklyn,New Construction,3,0,0,0,0,3,3
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,2,0,1,0,3,0,3
Brooklyn,Preservation,5,0,0,0,5,0,5
Brooklyn,New Construction,4,0,0,0,0,4,4
Brooklyn,Preservation,6,0,1,0,7,0,7
Brooklyn,New Construction,0,4,0,0,0,4,4
Brooklyn,New Construction,0,4,0,0,0,4,4
Brooklyn,New Construction,0,4,0,0,0,4,4
Brooklyn,New Construction,0,4,0,0,0,4,4
Brooklyn,New Construction,0,4,0,0,0,4,4
Brooklyn,New Construction,0,4,0,0,0,4,4
Brooklyn,New Construction,0,4,0,0,0,4,4
Brooklyn,New Construction,0,4,0,0,0,4,4
Brooklyn,New Construction,0,4,0,0,0,4,4
Brooklyn,New Construction,4,0,0,0,0,4,4
Brooklyn,New Construction,4,0,0,0,0,4,4
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,New Construction,7,0,0,0,0,7,7
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,New Construction,2,0,0,0,2,0,8
Brooklyn,New Construction,2,0,0,0,2,0,8
Brooklyn,New Construction,4,0,0,0,4,0,8
Brooklyn,New Construction,8,0,0,0,0,8,8
Brooklyn,New Construction,2,0,0,0,0,2,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,7,0,0,1,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,8,0,0,0,8,0,8
Brooklyn,New Construction,2,0,0,0,2,0,8
Brooklyn,New Construction,2,0,0,0,2,0,9
Brooklyn,New Construction,2,0,0,0,2,0,9
Brooklyn,New Construction,2,0,0,0,2,0,10
Brooklyn,New Construction,2,0,0,0,2,0,10
Brooklyn,New Construction,2,0,0,0,2,0,10
Brooklyn,New Construction,10,0,0,0,0,10,10
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,3,0,0,0,3,0,12
Brooklyn,New Construction,3,0,0,0,3,0,14
Brooklyn,New Construction,3,0,0,0,3,0,15
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,4,0,0,0,4,0,17
Brooklyn,New Construction,17,0,0,1,18,0,18
Brooklyn,New Construction,18,0,0,0,18,0,18
Brooklyn,New Construction,19,0,0,0,19,0,19
Brooklyn,New Construction,4,0,0,0,4,0,20
Brooklyn,New Construction,4,0,0,0,4,0,20
Brooklyn,New Construction,4,0,0,0,4,0,22
Brooklyn,New Construction,0,5,18,1,24,0,24
Brooklyn,New Construction,28,0,0,0,28,0,28
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,7,0,0,0,7,0,34
Brooklyn,New Construction,15,0,22,0,37,0,37
Brooklyn,New Construction,8,0,0,0,8,0,39
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,New Construction,8,0,0,0,8,0,40
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,New Construction,9,0,0,0,9,0,42
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,Preservation,8,0,0,0,8,0,8
Brooklyn,New Construction,10,0,0,0,10,0,50
Brooklyn,New Construction,41,9,0,1,51,0,51
Brooklyn,New Construction,4,0,0,0,4,0,52
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,New Construction,53,0,0,1,54,0,54
Brooklyn,Preservation,0,2,0,0,0,2,2
Brooklyn,New Construction,54,0,0,1,55,0,55
Brooklyn,New Construction,51,0,0,1,52,0,52
Brooklyn,New Construction,51,0,0,1,52,0,52
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,12,0,0,0,12,0,57
Brooklyn,New Construction,56,0,0,1,57,0,57
Brooklyn,New Construction,57,0,0,1,58,0,58
Brooklyn,New Construction,57,0,0,1,58,0,58
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,59,0,0,1,60,0,60
Brooklyn,New Construction,61,0,0,1,62,0,62
Brooklyn,New Construction,13,0,0,0,13,0,64
Brooklyn,New Construction,12,0,0,0,12,0,64
Brooklyn,New Construction,68,0,0,0,68,0,68
Brooklyn,New Construction,14,0,0,0,14,0,70
Brooklyn,New Construction,71,0,0,1,72,0,72
Brooklyn,New Construction,15,0,0,0,15,0,75
Brooklyn,New Construction,15,0,0,0,15,0,75
Brooklyn,New Construction,68,0,9,0,77,0,78
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,16,0,0,0,16,0,80
Brooklyn,New Construction,17,0,0,0,17,0,81
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,18,0,0,0,18,0,86
Brooklyn,New Construction,89,0,0,0,89,0,89
Brooklyn,New Construction,89,0,0,1,90,0,90
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,New Construction,90,0,0,0,90,0,90
Brooklyn,Preservation,0,1,0,0,0,1,1
Brooklyn,New Construction,12,0,0,0,12,0,91
Brooklyn,New Construction,19,0,0,0,19,0,93
Brooklyn,New Construction,47,0,46,1,94,0,94
Brooklyn,New Construction,20,0,0,0,20,0,96
Brooklyn,New Construction,20,0,0,0,20,0,99
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,0,3,0,0,0,3,3
Brooklyn,New Construction,101,0,0,1,102,0,102
Brooklyn,New Construction,102,0,0,0,102,0,103
Brooklyn,New Construction,21,0,0,0,21,0,105
Brooklyn,New Construction,10,0,0,0,10,0,105
Brooklyn,New Construction,24,0,0,0,24,0,120
Brooklyn,New Construction,25,0,24,1,50,0,123
Brooklyn,New Construction,122,0,0,1,123,0,123
Brooklyn,New Construction,25,0,0,0,25,0,125
Brooklyn,New Construction,19,0,0,0,19,0,131
Brooklyn,New Construction,27,0,0,0,27,0,135
Brooklyn,New Construction,134,0,0,1,135,0,135
Brooklyn,New Construction,134,0,0,1,135,0,135
Brooklyn,New Construction,16,0,0,0,16,0,136
Brooklyn,New Construction,140,0,0,0,140,0,140
Brooklyn,New Construction,28,0,0,0,28,0,142
Brooklyn,New Construction,143,0,0,1,144,0,144
Brooklyn,New Construction,145,0,0,1,146,0,146
Brooklyn,New Construction,30,0,0,0,30,0,147
Brooklyn,New Construction,151,0,0,0,151,0,151
Brooklyn,New Construction,32,0,0,0,32,0,157
Brooklyn,New Construction,160,0,0,1,161,0,161
Brooklyn,New Construction,33,0,0,0,33,0,165
Brooklyn,New Construction,35,0,0,0,35,0,175
Brooklyn,New Construction,38,0,0,0,38,0,190
Brooklyn,New Construction,40,0,0,0,40,0,197
Brooklyn,New Construction,126,34,40,0,200,0,200
Brooklyn,New Construction,199,0,0,1,200,0,200
Brooklyn,New Construction,51,0,0,0,51,0,251
Brooklyn,New Construction,266,0,0,1,267,0,267
Brooklyn,New Construction,105,0,198,0,303,0,303
Brooklyn,New Construction,73,0,0,0,73,0,363
Brooklyn,New Construction,74,0,0,0,74,0,368
Brooklyn,New Construction,29,0,0,0,29,0,440
Brooklyn,New Construction,84,0,0,0,84,0,443
Brooklyn,New Construction,87,0,0,0,87,0,468
Brooklyn,New Construction,121,0,0,0,121,0,484
Brooklyn,New Construction,100,0,0,0,100,0,500
Brooklyn,New Construction,104,0,0,0,104,0,522
Brooklyn,New Construction,143,0,0,0,143,0,714
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,1,0,0,0,1,0,1
Brooklyn,Preservation,1,0,0,0,1,0,1
Brooklyn,Preservation,0,1,0,0,0,1,1
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,2,0,0,1,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,Preservation,3,0,0,0,3,0,3
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,0,1,0,0,0,1,1
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,0,358,0,1,359,0,359
Brooklyn,Preservation,0,358,0,1,359,0,359
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,0,67,7,1,0,75,99
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,0,0,0,0,0,0,6
Brooklyn,Preservation,5,1,0,0,6,0,6
Brooklyn,Preservation,4,4,0,0,8,0,8
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,15,0,0,1,16,0,16
Brooklyn,Preservation,16,0,0,0,16,0,16
Brooklyn,Preservation,19,12,0,0,31,0,31
Brooklyn,Preservation,3,0,0,0,0,3,3
Brooklyn,New Construction,83,0,0,1,84,0,84
Brooklyn,New Construction,89,0,0,1,90,0,90
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,New Construction,32,0,0,0,32,0,32
Brooklyn,New Construction,1,0,0,0,0,1,1
Brooklyn,Preservation,29,11,0,1,41,0,41
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,0,2,0,0,0,2,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,2,0,0,0,2,0,2
Brooklyn,Preservation,6,0,0,0,6,0,6
Brooklyn,Preservation,6,0,0,1,7,0,7
Brooklyn,Preservation,2,0,0,0,0,2,2
Brooklyn,Preservation,12,0,0,0,12,0,12
Brooklyn,Preservation,24,0,0,0,24,0,24
Brooklyn,Preservation,36,0,0,0,36,0,36
Brooklyn,Preservation,36,0,0,0,36,0,36
Brooklyn,Preservation,17,0,0,1,18,0,18
Brooklyn,Preservation,3,0,0,0,0,3,3
Brooklyn,Preservation,2,0,0,0,0,2,2
